DOC Number,Race,Gender,Bucket_Age,Parish of Conviction,offenses
	00074393,B,M,70 - 80,Caddo,SECOND DEGREE MURDER
	00074393,B,M,70 - 80,Caddo,MANSLAUGHTER
	00074672,B,M,80 - 90,Richland,AGGRAVATED RAPE
	00074681,B,M,60 - 70,Orleans,FIRST DEGREE MURDER
	00074779,B,M,80 - 90,East Baton Rouge,AGGRAVATED RAPE
	00074912,B,M,70 - 80,Orleans,SIMPLE BURGLARY
	00074912,B,M,70 - 80,Orleans,FIRST DEGREE MURDER
	00074912,B,M,70 - 80,Orleans,ARMED ROBBERY
	00074934,W,M,70 - 80,Orleans,AGGRAVATED RAPE
	00074934,W,M,70 - 80,Orleans,S-ESCAPE TYPE I
	00074972,B,M,60 - 70,Rapides,SECOND DEGREE MURDER
	00074972,B,M,60 - 70,Rapides,S-ESCAPE TYPE I
	00074972,B,M,60 - 70,Rapides,MANSLAUGHTER
	00075027,B,M,80 - 90,Madison,FIRST DEGREE MURDER
	00075065,B,M,70 - 80,Caddo,AGGRAVATED RAPE
	00075065,B,M,70 - 80,Caddo,SIMPLE RAPE
	00075309,B,M,60 - 70,Calcasieu,FIRST DEGREE MURDER
	00075581,B,M,70 - 80,St. Tammany,FIRST DEGREE MURDER
	00076617,W,M,70 - 80,Calcasieu,FIRST DEGREE MURDER
	00076654,B,M,70 - 80,Orleans,FIRST DEGREE MURDER
	00076655,B,M,70 - 80,Orleans,AGGRAVATED RAPE
	00077066,B,M,70 - 80,Vermilion,AGGRAVATED RAPE
	00077458,B,M,60 - 70,St. Tammany,AGGRAVATED RAPE
	00077485,W,M,70 - 80,Terrebonne,SECOND DEGREE MURDER
	00077487,B,M,70 - 80,Terrebonne,FIRST DEGREE MURDER
	00077487,B,M,70 - 80,Terrebonne,AGGRAVATED BATTERY
	00077487,B,M,70 - 80,Terrebonne,MANSLAUGHTER
	00077508,B,M,70 - 80,Bossier,FIRST DEGREE MURDER
	00077508,B,M,70 - 80,Bossier,FIRST DEGREE MURDER
	00077508,B,M,70 - 80,Bossier,FIRST DEGREE MURDER
	00077523,W,M,60 - 70,Orleans,SECOND DEGREE MURDER
	00077583,W,M,60 - 70,Jefferson,AGGRAVATED RAPE
	00077598,B,M,60 - 70,Caddo,FIRST DEGREE MURDER
	00077678,B,M,60 - 70,Caddo,FIRST DEGREE MURDER
	00078084,B,M,60 - 70,Ascension,SECOND DEGREE MURDER
	00078084,B,M,60 - 70,Ascension,AGGRAVATED RAPE
	00078084,B,M,60 - 70,Ascension,SECOND DEGREE KIDNAPPING
	00078118,B,M,70 - 80,East Baton Rouge,FIRST DEGREE MURDER
	00078200,B,M,70 - 80,Orleans,AGGRAVATED RAPE
	00078200,B,M,70 - 80,Orleans,AGGRAVATED RAPE
	00078200,B,M,70 - 80,Orleans,S-ESCAPE AGG-ESCAPE
	00078536,B,M,70 - 80,Calcasieu,AGGRAVATED RAPE
	00078556,B,M,60 - 70,St. Bernard,ARMED ROBBERY
	00078556,B,M,60 - 70,St. Bernard,AGGRAVATED RAPE
	00078556,B,M,60 - 70,St. Bernard,AGGRAVATED RAPE
	00078558,B,M,60 - 70,St. Bernard,ARMED ROBBERY
	00078558,B,M,60 - 70,St. Bernard,AGGRAVATED RAPE
	00078558,B,M,60 - 70,St. Bernard,AGGRAVATED RAPE
	00078652,B,M,70 - 80,Acadia,SECOND DEGREE MURDER
	00078652,B,M,70 - 80,Acadia,SECOND DEGREE MURDER
	00078769,B,M,60 - 70,Orleans,AGGRAVATED RAPE
	00078769,B,M,60 - 70,Orleans,S-ESCAPE TYPE I
	00078855,B,M,60 - 70,Orleans,AGGRAVATED RAPE
	00078855,B,M,60 - 70,Orleans,SIMPLE ROBBERY
	00078929,B,M,60 - 70,Ouachita,AGGRAVATED RAPE
	00078929,B,M,60 - 70,Ouachita,AGGRAVATED RAPE
	00079365,B,M,60 - 70,Assumption,SECOND DEGREE MURDER
	00079382,B,M,70 - 80,St. Landry,SECOND DEGREE MURDER
	00079382,B,M,70 - 80,St. Landry,SECOND DEGREE MURDER
	00079638,B,M,70 - 80,Calcasieu,FIRST DEGREE MURDER
	00079891,B,M,60 - 70,St. Landry,AGGRAVATED RAPE
	00080644,W,M,60 - 70,Beauregard,FIRST DEGREE MURDER
	00080927,W,M,60 - 70,Morehouse,AGGRAVATED RAPE
	00080927,W,M,60 - 70,Morehouse,ARMED ROBBERY
	00080971,W,M,70 - 80,Caddo,FIRST DEGREE MURDER
	00080971,W,M,70 - 80,Caddo,S-ESCAPE TYPE I
	00081475,W,M,70 - 80,Lafayette,AGGRAVATED RAPE
	00081555,B,M,60 - 70,Orleans,THEFT
	00081555,B,M,60 - 70,Orleans,THEFT
	00081555,B,M,60 - 70,Orleans,THEFT
	00081555,B,M,60 - 70,Orleans,UNAUTH USE OF MOVABLE
	00081555,B,M,60 - 70,Orleans,THEFT
	00081887,B,M,60 - 70,Jefferson,SIMPLE BURGLARY
	00081887,B,M,60 - 70,Jefferson,SIMPLE ROBBERY
	00081887,B,M,60 - 70,Jefferson,SIMPLE ROBBERY
	00081887,B,M,60 - 70,Jefferson,PURSE SNATCHING
	00081901,B,M,60 - 70,Orleans,AGGRAVATED RAPE
	00081901,B,M,60 - 70,Orleans,AGGRAVATED RAPE
	00081901,B,M,60 - 70,Orleans,SEXUAL BATTERY
	00081901,B,M,60 - 70,Orleans,AGG-ORAL SEXUAL BATTERY
	00081901,B,M,60 - 70,Orleans,AGGRAVATED KIDNAPPING
	00081901,B,M,60 - 70,Orleans,AGGRAVATED KIDNAPPING
	00081901,B,M,60 - 70,Orleans,AGGRAVATED RAPE
	00081901,B,M,60 - 70,Orleans,SEXUAL BATTERY
	00081901,B,M,60 - 70,Orleans,AGG-ORAL SEXUAL BATTERY
	00081921,W,M,60 - 70,St. Tammany,SMPL-BURGLARY-INHAB DWELL
	00081921,W,M,60 - 70,St. Tammany,SMPL-BURGLARY-INHAB DWELL
	00081921,W,M,60 - 70,St. Tammany,SMPL-BURGLARY-INHAB DWELL
	00081921,W,M,60 - 70,St. Tammany,AGG FLIGHT FR OFFICER
	00081921,W,M,60 - 70,St. Tammany,SMPL-BURGLARY-INHAB DWELL
	00081921,W,M,60 - 70,St. Tammany,P-FIREARM-CCW-CNV CRT FLN
	00081921,W,M,60 - 70,St. Tammany,SMPL-BURGLARY-INHAB DWELL
	00082287,B,M,70 - 80,St. James,AGGRAVATED RAPE
	00082287,B,M,70 - 80,St. James,CRIME AGAINST NATURE
	00082309,B,M,70 - 80,Orleans,FIRST DEGREE MURDER
	00082309,B,M,70 - 80,Orleans,AGGRAVATED RAPE
	00082309,B,M,70 - 80,Orleans,S-ESCAPE TYPE I
	00082488,B,M,70 - 80,Jefferson,FIRST DEGREE MURDER
	00082592,B,M,60 - 70,West Feliciana,ARMED ROBBERY
	00082592,B,M,60 - 70,West Feliciana,SECOND DEGREE MURDER
	00082684,B,M,60 - 70,St. Martin,AGGRAVATED KIDNAPPING
	00082716,B,M,60 - 70,West Feliciana,FIRST DEGREE MURDER
	00082716,B,M,60 - 70,West Feliciana,SIMPLE KIDNAPPING
	00082716,B,M,60 - 70,West Feliciana,SECOND DEGREE MURDER
	00082886,B,M,60 - 70,East Baton Rouge,AGGRAVATED RAPE
	00082886,B,M,60 - 70,East Baton Rouge,AGGRAVATED KIDNAPPING
	00082886,B,M,60 - 70,East Baton Rouge,ARMED ROBBERY
	00082954,B,M,80 - 90,Calcasieu,FIRST DEGREE MURDER
	00082954,B,M,80 - 90,Calcasieu,AGGRAVATED BATTERY
	00083180,W,M,70 - 80,Terrebonne,AGG CRIME AGAINST NATURE
	00083180,W,M,70 - 80,Terrebonne,AGGRAVATED BURGLARY
	00083180,W,M,70 - 80,Terrebonne,AGGRAVATED RAPE
	00083343,B,M,60 - 70,Jefferson,FIRST DEGREE MURDER
	00083343,B,M,60 - 70,Jefferson,ILL-POSS STOLEN THINGS
	00083343,B,M,60 - 70,Jefferson,SIMPLE BURGLARY
	00083345,W,M,60 - 70,Jefferson,AGGRAVATED RAPE
	00083351,B,M,70 - 80,Orleans,FIRST DEGREE MURDER
	00083402,B,M,70 - 80,St. Tammany,FIRST DEGREE MURDER
	00083622,B,M,60 - 70,Morehouse,FIRST DEGREE MURDER
	00083697,B,M,60 - 70,Lafayette,AGGRAVATED RAPE
	00083716,B,M,70 - 80,Orleans,AGGRAVATED RAPE
	00083716,B,M,70 - 80,Orleans,SECOND DEGREE KIDNAPPING
	00083716,B,M,70 - 80,Orleans,AGG CRIME AGAINST NATURE
	00083776,W,M,70 - 80,Orleans,FIRST DEGREE MURDER
	00083795,B,M,60 - 70,Natchitoches,SECOND DEGREE MURDER
	00083796,B,M,60 - 70,Orleans,FIRST DEGREE MURDER
	00083796,B,M,60 - 70,Orleans,MANSLAUGHTER
	00083889,B,M,70 - 80,Jefferson,S-ESCAPE AGG-ESCAPE
	00083889,B,M,70 - 80,Jefferson,ARMED ROBBERY
	00083889,B,M,70 - 80,Jefferson,ARMED ROBBERY
	00083889,B,M,70 - 80,Jefferson,ARMED ROBBERY
	00083958,B,M,70 - 80,Orleans,FIRST DEGREE MURDER
	00084097,B,M,60 - 70,Jefferson,SECOND DEGREE MURDER
	00084182,B,M,70 - 80,East Baton Rouge,FIRST DEGREE MURDER
	00084459,B,M,60 - 70,Caddo,SIMPLE BURGLARY
	00084459,B,M,60 - 70,Caddo,AGGRAVATED RAPE
	00084576,W,M,70 - 80,West Feliciana,S-ESCAPE AGG-ESCAPE
	00084576,W,M,70 - 80,West Feliciana,ARMED ROBBERY
	00084576,W,M,70 - 80,West Feliciana,P-FIREARM-CCW-CNV CRT FLN
	00084576,W,M,70 - 80,West Feliciana,SECOND DEGREE MURDER
	00084654,W,M,60 - 70,Caddo,AGGRAVATED RAPE
	00084654,W,M,60 - 70,Caddo,AGGRAVATED KIDNAPPING
	00084654,W,M,60 - 70,Caddo,SECOND DEGREE KIDNAPPING
	00084654,W,M,60 - 70,Caddo,ARMED ROBBERY
	00084690,W,F,70 - 80,Lafayette,FIRST DEGREE MURDER
	00085012,B,M,60 - 70,Caddo,AGGRAVATED RAPE
	00085190,B,M,60 - 70,Vermilion,SECOND DEGREE MURDER
	00085245,B,M,60 - 70,St. Charles,FIRST DEGREE MURDER
	00085247,W,M,60 - 70,Terrebonne,FIRST DEGREE MURDER
	00085313,B,M,60 - 70,Orleans,FIRST DEGREE MURDER
	00085465,B,M,60 - 70,Orleans,AGGRAVATED RAPE
	00085465,B,M,60 - 70,Orleans,ARMED ROBBERY
	00085478,W,M,60 - 70,Calcasieu,AGGRAVATED RAPE
	00085527,B,M,80 - 90,Lafayette,SECOND DEGREE MURDER
	00085567,B,M,60 - 70,Tangipahoa,AGGRAVATED BATTERY
	00085567,B,M,60 - 70,Tangipahoa,SECOND DEGREE MURDER
	00085905,B,M,70 - 80,St. Tammany,FIRST DEGREE MURDER
	00085905,B,M,70 - 80,St. Tammany,FIRST DEGREE MURDER
	00085905,B,M,70 - 80,St. Tammany,ARMED ROBBERY
	00086228,B,M,60 - 70,Orleans,SCHEDULE II
	00086228,B,M,60 - 70,Orleans,AGGRAVATED RAPE
	00086228,B,M,60 - 70,Orleans,FORCIBLE RAPE
	00086245,B,M,60 - 70,Orleans,AGGRAVATED RAPE
	00086245,B,M,60 - 70,Orleans,AGGRAVATED KIDNAPPING
	00086268,B,M,60 - 70,Orleans,FIRST DEGREE MURDER
	00086268,B,M,60 - 70,Orleans,AGGRAVATED RAPE
	00086268,B,M,60 - 70,Orleans,ARMED ROBBERY
	00086391,B,M,60 - 70,Jefferson,FIRST DEGREE MURDER
	00086396,W,M,60 - 70,Jefferson,FIRST DEGREE MURDER
	00086396,W,M,60 - 70,Jefferson,SIMPLE BURGLARY
	00086396,W,M,60 - 70,Jefferson,S-ESCAPE TYPE I
	00086544,B,M,60 - 70,Natchitoches,FIRST DEGREE MURDER
	00086553,B,M,60 - 70,Caddo,THEFT
	00086553,B,M,60 - 70,Caddo,AGGRAVATED ARSON
	00086553,B,M,60 - 70,Caddo,SECOND DEGREE MURDER
	00086553,B,M,60 - 70,Caddo,ARMED ROBBERY
	00086553,B,M,60 - 70,Caddo,PUBLIC INTIMIDATION
	00086655,W,M,80 - 90,Livingston,FIRST DEGREE MURDER
	00086742,W,M,70 - 80,Calcasieu,FIRST DEGREE MURDER
	00086742,W,M,70 - 80,Calcasieu,S-ESCAPE TYPE I
	00087014,B,M,70 - 80,East Baton Rouge,FIRST DEGREE MURDER
	00087044,B,M,70 - 80,East Carroll,FIRST DEGREE MURDER
	00087047,B,M,70 - 80,Jefferson,FIRST DEGREE MURDER
	00087049,B,M,70 - 80,Orleans,SIMPLE ROBBERY
	00087049,B,M,70 - 80,Orleans,SECOND DEGREE MURDER
	00087049,B,M,70 - 80,Orleans,FIRST DEGREE MURDER
	00087050,W,M,70 - 80,Orleans,FIRST DEGREE MURDER
	00087053,B,M,70 - 80,Orleans,FIRST DEGREE MURDER
	00087090,B,M,60 - 70,Ouachita,AGGRAVATED RAPE
	00087172,B,M,70 - 80,Jefferson,AGGRAVATED RAPE
	00087230,B,M,60 - 70,East Baton Rouge,FIRST DEGREE MURDER
	00087311,B,M,60 - 70,Jefferson Davis,AGGRAVATED RAPE
	00087501,B,M,60 - 70,Terrebonne,AGGRAVATED RAPE
	00087501,B,M,60 - 70,Terrebonne,AGGRAVATED BATTERY
	00087601,B,M,60 - 70,Orleans,FIRST DEGREE MURDER
	00087601,B,M,60 - 70,Orleans,FIRST DEGREE MURDER
	00087601,B,M,60 - 70,Orleans,SECOND DEGREE MURDER
	00087657,B,M,60 - 70,Orleans,SECOND DEGREE MURDER
	00087708,W,M,60 - 70,Bossier,FIRST DEGREE MURDER
	00087855,B,M,70 - 80,Caddo,FIRST DEGREE MURDER
	00087940,B,M,60 - 70,Caddo,AGGRAVATED RAPE
	00087940,B,M,60 - 70,Caddo,AGGRAVATED BURGLARY
	00087964,B,M,60 - 70,Orleans,FIRST DEGREE MURDER
	00087964,B,M,60 - 70,Orleans,ARMED ROBBERY
	00087972,W,M,60 - 70,Lafourche,SECOND DEGREE MURDER
	00088112,W,M,60 - 70,East Baton Rouge,AGGRAVATED RAPE
	00088112,W,M,60 - 70,East Baton Rouge,AGGRAVATED KIDNAPPING
	00088112,W,M,60 - 70,East Baton Rouge,AGGRAVATED KIDNAPPING
	00088116,B,M,80 - 90,Ouachita,SIMPLE BURGLARY
	00088116,B,M,80 - 90,Ouachita,AGGRAVATED RAPE
	00088116,B,M,80 - 90,Ouachita,AGGRAVATED RAPE
	00088116,B,M,80 - 90,Ouachita,AGGRAVATED RAPE
	00088150,B,M,70 - 80,Jefferson,MANSLAUGHTER
	00088150,B,M,70 - 80,Jefferson,SECOND DEGREE MURDER
	00088167,B,M,60 - 70,Caddo,SECOND DEGREE MURDER
	00088167,B,M,60 - 70,Caddo,ARMED ROBBERY
	00088167,B,M,60 - 70,Caddo,S-ESCAPE TYPE I
	00088246,B,M,60 - 70,Orleans,P-FIREARM-CCW-CNV CRT FLN
	00088246,B,M,60 - 70,Orleans,FIRST DEGREE MURDER
	00088246,B,M,60 - 70,Orleans,ARMED ROBBERY
	00088246,B,M,60 - 70,Orleans,ARMED ROBBERY
	00088265,W,M,60 - 70,Terrebonne,FIRST DEGREE MURDER
	00088337,B,M,60 - 70,Tangipahoa,ARMED ROBBERY
	00088337,B,M,60 - 70,Tangipahoa,FIRST DEGREE MURDER
	00088462,B,M,60 - 70,Orleans,ARMED ROBBERY
	00088462,B,M,60 - 70,Orleans,FIRST DEGREE MURDER
	00088462,B,M,60 - 70,Orleans,AGGRAVATED RAPE
	00088462,B,M,60 - 70,Orleans,AGGRAVATED RAPE
	00088462,B,M,60 - 70,Orleans,SECOND DEGREE KIDNAPPING
	00088462,B,M,60 - 70,Orleans,SECOND DEGREE KIDNAPPING
	00088462,B,M,60 - 70,Orleans,ARMED ROBBERY
	00088462,B,M,60 - 70,Orleans,AGG CRIME AGAINST NATURE
	00088462,B,M,60 - 70,Orleans,SECOND DEGREE MURDER
	00088478,B,M,60 - 70,Orleans,SECOND DEGREE MURDER
	00088561,B,M,60 - 70,Jefferson,FIRST DEGREE MURDER
	00088691,B,M,60 - 70,Orleans,FIRST DEGREE MURDER
	00088719,B,M,60 - 70,Bienville,THEFT $500 OR MORE
	00088719,B,M,60 - 70,Bienville,SIMPLE BURGLARY
	00088888,B,M,60 - 70,Caddo,AGGRAVATED RAPE
	00088904,B,M,60 - 70,Orleans,FIRST DEGREE MURDER
	00088977,B,M,60 - 70,St. Landry,AGGRAVATED RAPE
	00089196,B,M,60 - 70,Bossier,FIRST DEGREE MURDER
	00089429,B,M,60 - 70,Orleans,FIRST DEGREE MURDER
	00089593,W,M,60 - 70,East Baton Rouge,AGGRAVATED KIDNAPPING
	00089593,W,M,60 - 70,East Baton Rouge,SIMPLE KIDNAPPING
	00089607,W,M,70 - 80,St. Tammany,FIRST DEGREE MURDER
	00089717,B,M,60 - 70,St. Tammany,FIRST DEGREE MURDER
	00089717,B,M,60 - 70,St. Tammany,SCHEDULE II: OPIUM/OPIATE VEGE
	00089717,B,M,60 - 70,St. Tammany,SCHEDULE II
	00089717,B,M,60 - 70,St. Tammany,P-FIREARM-CCW-CNV CRT FLN
	00089717,B,M,60 - 70,St. Tammany,PUBLIC INTIMIDATION
	00089717,B,M,60 - 70,St. Tammany,PUBLIC INTIMIDATION
	00089717,B,M,60 - 70,St. Tammany,SECOND DEGREE BATTERY
	00089717,B,M,60 - 70,St. Tammany,SIMPLE ROBBERY
	00089745,B,M,60 - 70,Orleans,AGGRAVATED RAPE
	00089745,B,M,60 - 70,Orleans,ARMED ROBBERY
	00089763,W,M,60 - 70,St. Tammany,AGGRAVATED KIDNAPPING
	00089763,W,M,60 - 70,St. Tammany,SECOND DEGREE MURDER
	00089763,W,M,60 - 70,St. Tammany,FIRST DEGREE MURDER
	00089763,W,M,60 - 70,St. Tammany,ARMED ROBBERY
	00089901,B,M,60 - 70,Orleans,AGGRAVATED RAPE
	00089901,B,M,60 - 70,Orleans,AGGRAVATED RAPE
	00089901,B,M,60 - 70,Orleans,ARMED ROBBERY
	00089901,B,M,60 - 70,Orleans,ARMED ROBBERY
	00089901,B,M,60 - 70,Orleans,AGG CRIME AGAINST NATURE
	00089912,B,M,60 - 70,Orleans,SECOND DEGREE MURDER
	00089912,B,M,60 - 70,Orleans,SCHEDULE II
	00089931,B,M,60 - 70,St. Tammany,AGGRAVATED RAPE
	00089931,B,M,60 - 70,St. Tammany,SIMPLE BURGLARY
	00089952,W,M,70 - 80,East Baton Rouge,AGGRAVATED RAPE
	00089952,W,M,70 - 80,East Baton Rouge,AGGRAVATED BURGLARY
	00089952,W,M,70 - 80,East Baton Rouge,AGG CRIME AGAINST NATURE
	00089963,B,M,60 - 70,Calcasieu,SECOND DEGREE MURDER
	00089963,B,M,60 - 70,Calcasieu,SECOND DEGREE MURDER
	00090015,B,M,50 - 60,Orleans,SECOND DEGREE MURDER
	00090079,B,M,70 - 80,Orleans,SCHEDULE II: OPIUM/OPIATE VEGE
	00090079,B,M,70 - 80,Orleans,SECOND DEGREE MURDER
	00090115,B,M,60 - 70,Orleans,AGGRAVATED RAPE
	00090124,W,M,60 - 70,Richland,FIRST DEGREE MURDER
	00090147,B,M,60 - 70,Orleans,AGGRAVATED RAPE
	00090147,B,M,60 - 70,Orleans,SIMPLE RAPE
	00090165,B,M,60 - 70,Ascension,AGGRAVATED RAPE
	00090165,B,M,60 - 70,Ascension,SECOND DEGREE KIDNAPPING
	00090283,W,M,70 - 80,Terrebonne,SEXUAL BATTERY
	00090283,W,M,70 - 80,Terrebonne,BATTERY OF CORRECTIONAL OFF
	00090283,W,M,70 - 80,Terrebonne,SEXUAL BATTERY
	00090358,W,M,60 - 70,St. Tammany,AGGRAVATED RAPE
	00090358,W,M,60 - 70,St. Tammany,AGGRAVATED RAPE
	00090359,B,M,60 - 70,East Baton Rouge,S-ESCAPE TYPE I
	00090359,B,M,60 - 70,East Baton Rouge,SIMPLE BURGLARY
	00090359,B,M,60 - 70,East Baton Rouge,SIMPLE BURGLARY
	00090359,B,M,60 - 70,East Baton Rouge,SIMPLE BURGLARY
	00090359,B,M,60 - 70,East Baton Rouge,S-ESCAPE TYPE I
	00090359,B,M,60 - 70,East Baton Rouge,ARMED ROBBERY
	00090399,B,M,70 - 80,East Baton Rouge,ARMED ROBBERY
	00090399,B,M,70 - 80,East Baton Rouge,FIRST DEGREE MURDER
	00090414,B,M,60 - 70,Orleans,SECOND DEGREE MURDER
	00090503,W,M,70 - 80,Claiborne,FIRST DEGREE MURDER
	00090506,B,M,50 - 60,Orleans,FIRST DEGREE MURDER
	00090556,B,M,60 - 70,Tangipahoa,AGGRAVATED KIDNAPPING
	00090556,B,M,60 - 70,Tangipahoa,ARMED ROBBERY
	00090556,B,M,60 - 70,Tangipahoa,FIRST DEGREE MURDER
	00090568,B,M,60 - 70,Jefferson,SECOND DEGREE MURDER
	00090589,B,M,60 - 70,Caddo,SECOND DEGREE MURDER
	00090598,B,M,60 - 70,Orleans,FIRST DEGREE MURDER
	00090692,W,M,60 - 70,Lincoln,AGGRAVATED RAPE
	00090695,B,M,60 - 70,East Baton Rouge,FIRST DEGREE MURDER
	00090699,W,M,60 - 70,Beauregard,AGGRAVATED BURGLARY
	00090699,W,M,60 - 70,Beauregard,SIMPLE BURGLARY
	00090699,W,M,60 - 70,Beauregard,THEFT
	00090699,W,M,60 - 70,Beauregard,THEFT OF FIREARM
	00090720,B,M,60 - 70,Caddo,SECOND DEGREE MURDER
	00090757,W,M,60 - 70,East Baton Rouge,FIRST DEGREE MURDER
	00090757,W,M,60 - 70,East Baton Rouge,S-ESCAPE TYPE I
	00090881,B,M,70 - 80,East Baton Rouge,FIRST DEGREE MURDER
	00090883,B,M,60 - 70,Orleans,AGGRAVATED BURGLARY
	00090883,B,M,60 - 70,Orleans,AGGRAVATED RAPE
	00090883,B,M,60 - 70,Orleans,AGG CRIME AGAINST NATURE
	00090920,B,M,60 - 70,Orleans,FIRST DEGREE MURDER
	00090969,B,M,60 - 70,Franklin,FIRST DEGREE MURDER
	00091064,W,M,60 - 70,East Baton Rouge,SIMPLE BURGLARY
	00091064,W,M,60 - 70,East Baton Rouge,SIMPLE BURGLARY
	00091064,W,M,60 - 70,East Baton Rouge,SIMPLE BURGLARY
	00091064,W,M,60 - 70,East Baton Rouge,AGGRAVATED RAPE
	00091064,W,M,60 - 70,East Baton Rouge,S-ESCAPE AGG-ESCAPE
	00091064,W,M,60 - 70,East Baton Rouge,S-ESCAPE AGG-ESCAPE
	00091064,W,M,60 - 70,East Baton Rouge,AGG CRIME AGAINST NATURE
