expenditure_date,payee_name,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x14
7/11/2022,GMMB  Inc.,3050 K St NW  Ste 100  Washington  District Of Columbia 20007,Business/Group/Organization,270000,Perez and Sneed for Maryland Slate,Media,TV,NA,Check,NA,Electoral,TV Buy,NA
7/15/2022,Russell Jowell,4500 Connecticut Ave NW  Washington  District Of Columbia 20008,Individual,1370,Riley  Cheryl Friends for,Media,Graphic Design,NA,EFT,NA,Electoral,NA,NA
7/4/2022,THOMAS MICHAEL  WALSH,113 River Run  Queenstown  Maryland 21658,Self (Candidate),400,Walsh  Thomas Citizens for,Media,Online Advertising,NA,NA,NA,Electoral,NA,NA
7/14/2022,THOMAS MICHAEL  WALSH,113 River Run  Queenstown  Maryland 21658,Self (Candidate),600.03,Walsh  Thomas Citizens for,Media,Online Advertising,NA,NA,NA,Electoral,NA,NA
7/16/2022,THOMAS MICHAEL  WALSH,113 River Run  Queenstown  Maryland 21658,Self (Candidate),30.95,Walsh  Thomas Citizens for,Media,Online Advertising,NA,NA,NA,Electoral,NA,NA
8/16/2022,THOMAS MICHAEL  WALSH,113 River Run  Queenstown  Maryland 21658,Self (Candidate),265.13,Walsh  Thomas Citizens for,Media,Online Advertising,NA,NA,NA,Electoral,NA,NA
7/5/2022,Cumberland Times-News,19 Baltimore St  Cumberland  Maryland 21502,Business/Group/Organization,1109.84,Shade  Jake Friends of,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
7/5/2022,Forever Media,350 Byrd Ave  Cumberland  Maryland 21502,Business/Group/Organization,1200,Shade  Jake Friends of,Media,Radio,NA,Check,NA,Electoral,NA,NA
7/7/2022,Michael C Harris,203 South Battleground Ave  Kings Mountain  North Carolina 28086,Business/Group/Organization,1097.75,Shade  Jake Friends of,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
7/17/2022,Compendium Hill  LLC,7913 GALLOPING CIRCLE  WINDSOR MILL  Maryland 21244,Business/Group/Organization,350,District 10 Unity Slate,Media,Videos,NA,Check,NA,Electoral,NA,NA
7/15/2022,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,14000,Perez and Sneed for Maryland Slate,Media,Online Advertising,NA,Check,NA,Electoral,Digital Advertisement,NA
7/29/2022,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,6250,Perez and Sneed for Maryland Slate,Media,Consulting Fees - Media,NA,Check,NA,Electoral,Digital Consulting,NA
7/29/2022,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,12500,Perez and Sneed for Maryland Slate,Media,Consulting Fees - Media,NA,Check,NA,Electoral,Digital Consulting,NA
8/12/2022,Financial Innovations  Inc.,1 Weingeroff Blvd  Cranston  Rhode Island 02910,Business/Group/Organization,719.67,Perez and Sneed for Maryland Slate,Media,Media - Website Development,NA,Check,NA,Electoral,Webstore Development,NA
8/2/2022,Google LLC,1600 Amphitheatre Parkway  Mountain View  California 94043,Business/Group/Organization,190.8,Franchot  Peter Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/22/2022,Nationbuilder.com,PO Box 811428  Los Angeles  California 90081,Business/Group/Organization,179,Lower Shore Progressive Caucus PAC,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
8/22/2022,Nationbuilder.com,PO Box 811428  Los Angeles  California 90081,Business/Group/Organization,179,Lower Shore Progressive Caucus PAC,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
7/6/2022,ACR Media  Inc.,2730 University Blvd W  Ste 200  Silver Spring  Maryland 20902,Business/Group/Organization,2500,Perez and Sneed for Maryland Slate,Media,Radio,NA,Check,NA,Electoral,Radio Advertisement,NA
7/8/2022,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,20000,Perez and Sneed for Maryland Slate,Media,Online Advertising,NA,Check,NA,Electoral,Digital Advertisement,NA
7/8/2022,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,28419,Perez and Sneed for Maryland Slate,Media,Consulting Fees - Media,NA,Check,NA,Electoral,Digital Consulting,NA
7/13/2022,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,10000,Perez and Sneed for Maryland Slate,Media,Online Advertising,NA,Check,NA,Electoral,Digital Advertisement,NA
7/14/2022,Bully Pulpit Interactive  LLC,1445 New York Ave NW  Fl 5  Washington  District Of Columbia 20005,Business/Group/Organization,10000,Perez and Sneed for Maryland Slate,Media,Online Advertising,NA,Check,NA,Electoral,Digital Advertisement,NA
7/18/2022,Face Book,1 Hacker Way  Menlo  California 94025,Business/Group/Organization,250,Grossman  Brooke for Hagerstown,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/25/2022,Facebook,1 Hacker Way  Menlo  California 94025,Business/Group/Organization,150,Grossman  Brooke for Hagerstown,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
8/23/2022,Jackie Weisman,4023 William Lane  Bowie  Maryland 20715,Business/Group/Organization,405,Hummer  Julies Friends of,Media,Graphic Design,NA,Check,NA,Electoral,6/5/22-7/13/22,NA
8/4/2022,Steve Wilson,203 Conquest Farm Lane  Centreville  Maryland 21617,Business/Group/Organization,400,Wilson  Steve at Large,Media,Videos,NA,Check,SRK Videography,Electoral,Reimbursement to Steve Wilson for his payment to SRK for videography services,NA
7/30/2022,Meta Platform INC,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,10,Perry  Shawn for the People of Washington County,Media,Online Advertising,NA,Debit Card,Meta for Business,Electoral,Facebook Advertising,NA
9/23/2022,GoDaddy.com LLC,14455 N. Hayden Road  Suite 219  Scottsdale  Arizona 85260,Business/Group/Organization,94.34,Reznik  Kirill Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/23/2022,GoDaddy.com LLC,14455 N. Hayden Road  Suite 219  Scottsdale  Arizona 85260,Business/Group/Organization,94.34,Reznik  Kirill Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
5/17/2022,Dorchester Banner,Cedar Street  Cambridge  Maryland 21613,Business/Group/Organization,750,Dorchester Citizens for Better Government,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
8/11/2022,County Times,PO Box 250  43251 Rescue Lane  Hollywood  Maryland 20636,Business/Group/Organization,249,Mills Burch  Debra (Debbie) for Clerk of Circuit Court St. Mary's,Media,Newspaper,NA,Debit Card,NA,Electoral,NA,NA
8/31/2022,Constant Contact,1601 Trapelo Road  Suite 329  Waltham  Massachusetts 02451,Business/Group/Organization,68.9,Walker  Jay Friends Of,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
9/29/2022,W2W Technologies  LLC,7033 Huntley Run Place  Alexandria  Virginia 22306,Business/Group/Organization,75,Walker  Jay Friends Of,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
9/30/2022,Constant Contact,1601 Trapelo Road  Suite 329  Waltham  Massachusetts 02451,Business/Group/Organization,68.9,Walker  Jay Friends Of,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
7/14/2022,adPro  LLC,11550 Deadwood Drive  Lusby  Maryland 20657,Business/Group/Organization,300,Kontra  Craig for Sheriff  Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,prepaid in advance.,NA
10/24/2022,McShane LLC,6950 Obannon Dr  Ste 100  Las Vegas  Nevada 89117,Business/Group/Organization,2874.96,Washington County Republican Central Committee,Media,Phones / Robo calls,NA,Debit Card,NA,Electoral,Invoice # 4970 - GOTV Text Messages,NA
8/8/2022,Square Space,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,16.96,Boyce  Regina T. Friends of,Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA,NA
8/12/2022,Square Space,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,6.36,Boyce  Regina T. Friends of,Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA,NA
8/22/2022,Square Space,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,20,Boyce  Regina T. Friends of,Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA,NA
7/23/2022,Facebook,1601 S. California Ave  Palo Alto  California 94304,Business/Group/Organization,12,Boyce  Regina T. Friends of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
7/29/2022,CONSTANT CONTACT  INC.,1601 Trapelo Road  Waltham  Massachusetts 02451,Business/Group/Organization,8.05,Maldonado  Harold Committee to Elect,Media,Media - Website Development,NA,Debit Card,1601 Trapelo Road,Electoral,$8.05 payment to Constant Contact  Inc.  for signing up fee.,NA
7/18/2022,AIMD,7614 Charlton Ave  College Park  Maryland 20740,Business/Group/Organization,300,Benson  Joanne C. Friends Of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
10/24/2022,Blackfoot Productions,20719 KEADLE ROAD  BOONSBORO  Maryland 21713,Business/Group/Organization,500,Jarosinski  Lisa for County Council 2,Media,Videos,NA,Check,NA,Electoral,Invoice 22-1021 Video Production Services - commercial for cable tv,NA
10/31/2022,Cheryl Dapsauski Design,1910 Chamberlain Drive  Frederick  Maryland 21702,Business/Group/Organization,510,Jarosinski  Lisa for County Council 2,Media,Graphic Design,NA,Check,NA,Electoral,design postcard and edit doorhanger,NA
10/24/2022,Effectv: A Comcast Compony,P.O. Box 415949  Boston  Massachusetts 02241-5949,Business/Group/Organization,3999.5,Jarosinski  Lisa for County Council 2,Media,TV,NA,Debit Card,NA,Electoral,TV Commercial shown on Comcast,NA
11/7/2022,Ruby Lasker,2800 Marnat Rd  Baltimore  Maryland 21208,Business/Group/Organization,67.5,Schleifer  Yitzchok Vote,Media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
8/17/2022,Wix,500 Terry A. Francois Boulevard  San Francisco  California 94158,Business/Group/Organization,288,Sayles For Montgomery County,Media,Media - Website Development,NA,EFT,NA,Electoral,Wix.com Website hosting,NA
7/5/2022,Facebook INC,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,20,Chen  Linfeng Friends of,Media,Online Advertising,NA,Electronic Check,NA,Electoral,NA,NA
7/5/2022,Google,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,217.96,Chen  Linfeng Friends of,Media,Online Advertising,NA,Electronic Check,NA,Electoral,NA,NA
7/8/2022,Facebook INC,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15,Chen  Linfeng Friends of,Media,Online Advertising,NA,Electronic Check,NA,Electoral,NA,NA
7/11/2022,Google,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,1000,Chen  Linfeng Friends of,Media,Online Advertising,NA,Electronic Check,NA,Electoral,NA,NA
7/13/2022,Google,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,500,Chen  Linfeng Friends of,Media,Online Advertising,NA,Electronic Check,NA,Electoral,NA,NA
7/15/2022,Facebook INC,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,25,Chen  Linfeng Friends of,Media,Online Advertising,NA,Electronic Check,NA,Electoral,NA,NA
7/18/2022,Facebook INC,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,31.96,Chen  Linfeng Friends of,Media,Online Advertising,NA,Electronic Check,NA,Electoral,NA,NA
7/18/2022,Google,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,1000,Chen  Linfeng Friends of,Media,Online Advertising,NA,Electronic Check,NA,Electoral,NA,NA
7/19/2022,Facebook INC,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,35,Chen  Linfeng Friends of,Media,Online Advertising,NA,Electronic Check,NA,Electoral,NA,NA
7/8/2022,Effectv,1201 Pemberton Drive  Salisbury  Maryland 21801,Business/Group/Organization,2000.9,Angello  AJ Friends to Elect,Media,TV,NA,Check,NA,Electoral,NA,NA
7/18/2022,The Brand Digital Media,213 W. Main Street Suite 211  Salisbury  Maryland 21801,Business/Group/Organization,5000,Angello  AJ Friends to Elect,Media,Videos,NA,Check,NA,Electoral,NA,NA
7/22/2022,Clear Channel Outdoor,808 N. Salisbury Blvd.  Salisbury  Maryland 21801,Business/Group/Organization,2188.1,Angello  AJ Friends to Elect,Media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,NA,NA
7/5/2022,Go Daddy,14455 N Hayden Rd  Scottsdale  Arizona 85260,Business/Group/Organization,20.17,Bullock  John Friends of,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
7/11/2022,Go Daddy,14455 N Hayden Rd  Scottsdale  Arizona 85260,Business/Group/Organization,189.98,Bullock  John Friends of,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
7/11/2022,Tidemore Group LLC,1800 N. Charles St.  Suite 902  Baltimore  Maryland 21201,Business/Group/Organization,600,Bullock  John Friends of,Media,Consulting Fees - Media,NA,Debit Card,NA,Electoral,NA,NA
8/10/2022,Tidemore Group LLC,1800 N. Charles St.  Suite 902  Baltimore  Maryland 21201,Business/Group/Organization,600,Bullock  John Friends of,Media,Consulting Fees - Media,NA,Debit Card,NA,Electoral,NA,NA
7/31/2022,Elizabeth O'Connor,PO BOX 822  Mechanicsville  Maryland 20659,Business/Group/Organization,3552,OConnor  Elizabeth Friends of,Media,Radio,NA,NA,SOMAR,Electoral,NA,NA
7/5/2022,Forever Media of MD  LLC,350 Byrd Avenue  Cumberland  Maryland 21502,Business/Group/Organization,462,Welch  Lisa Thayer for State's Attorney,Media,Radio,NA,Check,NA,Electoral,NA,NA
8/20/2022,The Garrett County Republican,P.O. Box 2000  Clarksburg  West Virginia 26302-2000,Business/Group/Organization,467.41,Welch  Lisa Thayer for State's Attorney,Media,Newspaper,NA,Check,NA,Electoral,publication dates of 7/07/2022 and 7/14/2022,NA
7/12/2022,Time Printers,227 N. Warwick Ave  Baltimore  Maryland 21223,Business/Group/Organization,358.02,Montier  William Friends of,Media,Phones / Robo calls,NA,Debit Card,NA,Electoral,List of Registered Voters in District 5,NA
7/14/2022,Webvortex/Webuildyou,3415 South Sepulveda Blvd.  Los Angeles  California 90034,Business/Group/Organization,297,Montier  William Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,Social Media Package,NA
7/14/2022,Webvortex/Webuildyou,3415 South Sepulveda Blvd.  Los Angeles  California 90034,Business/Group/Organization,2,Montier  William Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,Social Media Package,NA
7/14/2022,Webvortex/Webuildyou,3415 South Sepulveda Blvd.  Los Angeles  California 90034,Business/Group/Organization,1,Montier  William Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,Social Media Package,NA
7/15/2022,Campaign Partner - Data Ecology  LLC,P.O. Box 118  Still River  Massachusetts 01467,Business/Group/Organization,49,Montier  William Friends of,Media,Media - Website Development,NA,EFT,NA,Electoral,Website Hosting Service,NA
8/15/2022,Campaign Partner - Data Ecology  LLC,P.O. Box 118  Still River  Massachusetts 01467,Business/Group/Organization,49,Montier  William Friends of,Media,Media - Website Development,NA,EFT,NA,Electoral,Website Hosting Services,NA
7/6/2022,Red Ball Consulting  LLC,3241 Stone Eagle Court  Abingdon  Maryland 21009,Business/Group/Organization,850,Vincenti  Patrick Friends for,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
8/1/2022,Crevice Entertainment and Media,9132 Bay Ave  North Beach  Maryland 20714,Business/Group/Organization,200,Johnson  Vaughn Jay Campaign,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
7/28/2022,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,75,Coates  Thomasina Vote,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
7/12/2022,Square Space,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,6.36,Boyce  Regina T. Friends of,Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA,NA
7/8/2022,Square Space,8 Clarkson St.  New York  New York 10014,Business/Group/Organization,16.96,Boyce  Regina T. Friends of,Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA,NA
7/5/2022,Forever Media,350 Byrd Avenue  Cumberland  Maryland 21502,Business/Group/Organization,1008,Hinebaugh  James (Jim) Citizens for,Media,Radio,NA,Check,NA,Electoral,NA,NA
7/5/2022,Cumberland Times News,19 Baltimore Street  Cumberland  Maryland 21502,Business/Group/Organization,854,Hinebaugh  James (Jim) Citizens for,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
7/7/2022,WKHJ  WWHQ  WMSG Radio,P.O. Box 990  Greensburg  Pennsylvania 15601,Business/Group/Organization,900,Hinebaugh  James (Jim) Citizens for,Media,Radio,NA,Check,NA,Electoral,NA,NA
7/8/2022,Cumberland Times News,19 Baltimore Street  Cumberland  Maryland 21502,Business/Group/Organization,874.7,Hinebaugh  James (Jim) Citizens for,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
7/12/2022,The Republican,PO Box 2000  Clarksburg  West Virginia 26302,Business/Group/Organization,1195.2,Hinebaugh  James (Jim) Citizens for,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
7/20/2022,Curb Appeal Marketing,PO Box 753  McHenry  Maryland 21541,Business/Group/Organization,620,Hinebaugh  James (Jim) Citizens for,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
8/6/2022,Cumberland Times News,19 Baltimore Street  Cumberland  Maryland 21502,Business/Group/Organization,59.3,Hinebaugh  James (Jim) Citizens for,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
8/8/2022,The Republican,PO Box 2000  Clarksburg  West Virginia 26302,Business/Group/Organization,1992,Hinebaugh  James (Jim) Citizens for,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
7/19/2022,Texting for Less,354 State St.   Ste. 104  Hackensack  New Jersey 07601,Business/Group/Organization,251.67,Sobratti  Clint For Maryland,Media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
7/9/2022,El Tiempo Latino,655 15th St. NW  Suite 800  NorthWest  District Of Columbia 20005,Business/Group/Organization,958,Sobratti  Clint For Maryland,Media,Newspaper,NA,Debit Card,NA,Electoral,NA,NA
7/6/2022,Texting for Less,354 State St.   Ste. 104  Hackensack  New Jersey 07601,Business/Group/Organization,595.3,Sobratti  Clint For Maryland,Media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
8/2/2022,Henry G Snurr,415 Dutrow Road  Westminster  Maryland 21157-7138,Individual,150,Jones  Julian Citizens For,Media,Graphic Design,NA,Check,NA,Electoral,NA,NA
10/28/2022,Google LLC,1600 Amphtheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,6.36,Mink  Kristin Friends of,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
