expenditure_date,payee_name,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x14
7/22/2022,Facebook,Hacker Way  Menlo Park  CA 94025  Menlo Park  California 94025,Business/Group/Organization,208.41,McCarthy  John J. Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
6/21/2022,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,38762.5,Maryland Justice & Public Safety PAC,Media,Online Advertising,ROBERT LEONARD - SUPPORT,NA,Youtube,Electoral,Digital Ad Buy,NA
6/21/2022,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,26597,Maryland Justice & Public Safety PAC,Media,TV,ROBERT LEONARD - SUPPORT,NA,Campaign Ad-Cloud,Electoral,OTT/CTV - Streaming TV Ad Buy,NA
6/21/2022,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,4693,Maryland Justice & Public Safety PAC,Media,TV,ROBERT LEONARD - SUPPORT,NA,NA,Electoral,OTT/CTV - Streaming TV Ad Buy,NA
6/21/2022,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,3046,Maryland Justice & Public Safety PAC,Media,Videos,ROBERT LEONARD - SUPPORT,NA,Kirill Slysh,Electoral,Filming costs - Committee registered on 6/11/22 debt incurred on 6/13/22.,NA
6/21/2022,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,500,Maryland Justice & Public Safety PAC,Media,Videos,ROBERT LEONARD - SUPPORT,NA,Krysta Wallrauch,Electoral,Voiceover work,NA
6/21/2022,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,2954,Maryland Justice & Public Safety PAC,Media,Videos,ROBERT LEONARD - SUPPORT,NA,NA,Electoral,Digital Ad Production,NA
8/6/2022,Wix,100 Gansevoort St.  New York  New York 10014,Business/Group/Organization,31.8,Pittman  Steuart Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
8/12/2022,Tractor Supply Company,7994 Crain Hwy South  Glen Burnie  Maryland 21061,Business/Group/Organization,330.46,Pittman  Steuart Friends of,Media,Billboards / Outdoor Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/18/2022,Aparagon  LLC,722 Dulaney Valley Rd  Ste 357  Towson  Maryland 21204,Business/Group/Organization,1087.5,Atterbeary  Vanessa Committee to Elect,Media,Graphic Design,NA,Check,NA,Electoral,NA,NA
7/5/2022,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,603.61,Franklin  Mel Friends Of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
7/8/2022,Skipio,615 150 E  American Fork  Utah 84003,Business/Group/Organization,314,Franklin  Mel Friends Of,Media,Phones / Robo calls,NA,Credit Card/Visa,NA,Electoral,NA,NA
7/11/2022,Constant Contact,1601 Trapelo Road  Suite 329  Waltham  Massachusetts 02451,Business/Group/Organization,624.34,Franklin  Mel Friends Of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
7/14/2022,Willie Young d/b/a Pure Media Group,4388 Lottsford Vista Road  Lanham  Maryland 20706,Business/Group/Organization,1000,Franklin  Mel Friends Of,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
7/15/2022,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,750.19,Franklin  Mel Friends Of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
8/3/2022,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,645.53,Franklin  Mel Friends Of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
8/8/2022,Skipio,615 150 E  American Fork  Utah 84003,Business/Group/Organization,314,Franklin  Mel Friends Of,Media,Phones / Robo calls,NA,Credit Card/Visa,NA,Electoral,NA,NA
8/11/2022,Constant Contact,1601 Trapelo Road  Suite 329  Waltham  Massachusetts 02451,Business/Group/Organization,624.34,Franklin  Mel Friends Of,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
6/13/2022,Bethesda Beat,6116 Executive Blvd  Suite 740  N Bethesda  Maryland 20852,Business/Group/Organization,740,Elrich  Marc for County Executive,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
9/5/2022,The County Times,PO Box 250  Hollywood  Maryland 20636,Business/Group/Organization,1545,Russell  Brandon for St. Mary's,Media,Newspaper,NA,Credit Card/Visa,NA,Electoral,advertising,NA
8/31/2022,Meta Platforms,1601 Willow Road  Menlo Park  California 94025,Business/Group/Organization,71.28,Russell  Brandon for St. Mary's,Media,Online Advertising,NA,EFT,NA,Electoral,online advertising,NA
10/5/2022,The Baynet,45370 Alton Lane  California  Maryland 20619,Business/Group/Organization,1000,Russell  Brandon for St. Mary's,Media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,NA,NA
6/23/2022,Beacon Newspapers,PO BOX 2227  Silver Spring  Maryland 20915,Business/Group/Organization,2302,Elrich  Marc for County Executive,Media,Newspaper,NA,Debit Card,NA,Electoral,NA,NA
6/27/2022,Sage Media Planning & Placement,1322 G St  SE  Washington  District Of Columbia 20003,Business/Group/Organization,200000,Elrich  Marc for County Executive,Media,TV,NA,Wire Transfer,NA,Electoral,NA,NA
6/21/2022,Putnam Partners,1301 K St  NW  Suite 300W  Washington  District Of Columbia 20005,Business/Group/Organization,32305,Elrich  Marc for County Executive,Media,Consulting Fees - Media,NA,Wire Transfer,NA,Electoral,NA,NA
8/5/2022,Google Workspace,NA,Business/Group/Organization,31.8,Luedtke  Eric Friends Of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
7/28/2022,Aparagon,NA,Business/Group/Organization,15412.5,Luedtke  Eric Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/28/2022,Aparagon,NA,Business/Group/Organization,8414.12,Luedtke  Eric Friends Of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/5/2022,Google Workspace,NA,Business/Group/Organization,31.8,Luedtke  Eric Friends Of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
8/5/2022,GOOGLE,1600 AMPITHEATRE WAY  MOUNTAIN VIEW  California 94043,Business/Group/Organization,6.35,Wilson  C.T. Committee To Elect,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
7/27/2022,Core Digital Expansion  LLC,1710 N Fuller Ave  Unit 225  Los Angeles  California 90046,Business/Group/Organization,2192,Valderrama-Lobo  Kris Citizens for,Media,Media - Website Development,NA,EFT,NA,Electoral,Website updates.,NA
11/7/2022,Indigo Strategies LLC,1312 9th St NW  Washington  District Of Columbia 20001,Business/Group/Organization,6250,Pooran  Milad Friends of,Media,Videos,NA,Check,NA,Electoral,NA,NA
11/7/2022,Indigo Strategies LLC,1312 9th St NW  Washington  District Of Columbia 20001,Business/Group/Organization,46490,Pooran  Milad Friends of,Media,Online Advertising,NA,Check,NA,Electoral,NA,NA
10/24/2022,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15,Tuttle  Steve The Friends to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/24/2022,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,15,Tuttle  Steve The Friends to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
10/31/2022,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,4.6,Tuttle  Steve The Friends to Elect,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/6/2022,Berlin Rosen,15 Maiden Lane  Suite 1600  New York  New York 10038,Business/Group/Organization,6825,Stewart  Kate Vote,Media,Online Advertising,NA,EFT,NA,Electoral,Invoice 19580,NA
7/16/2022,Vitor Sa,63 Curve St Apt A  Asheville  North Carolina 28801,Individual,126.85,Casa in Action PAC,Media,Graphic Design,THOMAS PEREZ - SUPPORT,Credit Card/Visa,NA,Electoral,NA,NA
7/18/2022,SmartCall,15  Progress Business Centre  Whittle Parkway  Slough  SL1 6DQ  UNITED KINGDOM,Business/Group/Organization,35792.98,Casa in Action PAC,Media,Phones / Robo calls,THOMAS PEREZ - SUPPORT,Wire Transfer,NA,Electoral,NA,NA
7/18/2022,SmartCall,15  Progress Business Centre  Whittle Parkway  Slough  SL1 6DQ  UNITED KINGDOM,Business/Group/Organization,8530.64,Casa in Action PAC,Media,Phones / Robo calls,MARC ELRICH - SUPPORT,Credit Card/Visa,NA,Electoral,NA,NA
7/14/2022,Canal Partners Media,900 Circle 75 Parkway  Suite 1650  Atlanta  Georgia 30339,Business/Group/Organization,25000,OMalley  (Catherine) Katie Curran for Maryland,Media,TV,NA,Wire Transfer,NA,Electoral,NA,NA
7/15/2022,Canal Partners Media,900 Circle 75 Parkway  Suite 1650  Atlanta  Georgia 30339,Business/Group/Organization,25000,OMalley  (Catherine) Katie Curran for Maryland,Media,TV,NA,Wire Transfer,NA,Electoral,NA,NA
8/4/2022,Deliver Strategies,P.O. Box 100970  Arlington  Virginia 22210,Business/Group/Organization,200,OMalley  (Catherine) Katie Curran for Maryland,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
8/10/2022,StonePhones,41-750 Rancho Las Palmas Drive  Suite E3  Rancho MIrage  California 92270,Business/Group/Organization,4164.77,OMalley  (Catherine) Katie Curran for Maryland,Media,Phones / Robo calls,NA,Check,NA,Electoral,NA,NA
10/5/2022,FlexPoint Media Inc.,PO Box 1051  New Albany  Ohio 43054,Business/Group/Organization,41008,Miele  Christian Friends of,Media,TV,NA,Wire Transfer,NA,Electoral,NA,NA
10/5/2022,Ten Capitol  Inc.,40055 Glenmore Ct.  Paeonian Springs  Virginia 20129,Business/Group/Organization,4106.67,Miele  Christian Friends of,Media,TV,NA,Wire Transfer,NA,Electoral,NA,NA
10/5/2022,L2  Inc.,18912 North Creek Parkway  Bldg. 1 Suite 201  Bothell  Washington 98011,Business/Group/Organization,263.17,Miele  Christian Friends of,Media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
10/7/2022,Buffalo Strategies,2140 South DuPont Hwy  Camden  Delaware 19934,Business/Group/Organization,8000,Miele  Christian Friends of,Media,Online Advertising,NA,Wire Transfer,NA,Electoral,NA,NA
10/21/2022,FlexPoint Media Inc.,PO Box 1051  New Albany  Ohio 43054,Business/Group/Organization,16000,Miele  Christian Friends of,Media,TV,NA,Wire Transfer,NA,Electoral,NA,NA
10/7/2022,Wavelength Strategy  LLC,712 H Street NE  Unit 526  Washington  District Of Columbia 20002,Business/Group/Organization,265000,Marylanders for Freedom and Opportunity in 2022,Media,Online Advertising,JESSICA FITZWATER - SUPPORT,Wire Transfer,NA,Electoral,NA,NA
9/16/2022,Apollo Artistry,165 N Clark St  STE 700  Chicago  Illinois 60610,Business/Group/Organization,6300,Marylanders for Freedom and Opportunity in 2022,Media,Media - Website Development,JESSICA FITZWATER - SUPPORT,Wire Transfer,NA,Electoral,NA,NA
6/30/2022,Canva.com,75 East Santa Clara Street  San Jose  California 95113,Business/Group/Organization,4,Meister  Helene Citizens for,Media,Graphic Design,NA,Debit Card,NA,Electoral,NA,NA
7/18/2022,SmartCall,15  Progress Business Centre  Whittle Parkway  Slough  SL1 6DQ  UNITED KINGDOM,Business/Group/Organization,1669.06,Casa in Action PAC,Media,Phones / Robo calls,MARC ELRICH - SUPPORT,Wire Transfer,NA,Electoral,NA,NA
7/21/2022,Meta Platforms Inc,1601 Willow Rd  Menlo Park  California 94025,Business/Group/Organization,527.4,Socol  Max Neighbors for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
8/1/2022,Meta Platforms Inc,1601 Willow Rd  Menlo Park  California 94025,Business/Group/Organization,3.19,Socol  Max Neighbors for,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/11/2022,ROBERT B  LONG,3827  Annadale Road  Baltimore  Maryland 21222,Self (Candidate),6471.91,Long  Robert (Bob) Friends of,Media,Phones / Robo calls,NA,Check,NA,Electoral,Ads  Mailers  Robocalls,NA
6/30/2022,Sage Media Planning & Placement,1322 G St  SE  Washington  District Of Columbia 20003,Business/Group/Organization,115000,Elrich  Marc for County Executive,Media,TV,NA,Wire Transfer,NA,Electoral,NA,NA
7/1/2022,Meta Platforms,1601 Willow Rd  Menlo Park  California 94025,Business/Group/Organization,322.01,Elrich  Marc for County Executive,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
8/15/2022,Tractor Supply Company,7994 Crain Hwy South  Glen Burnie  Maryland 21061,Business/Group/Organization,203.46,Pittman  Steuart Friends of,Media,Billboards / Outdoor Advertising,NA,Debit Card,NA,Electoral,NA,NA
8/15/2022,Tractor Supply Company,7994 Crain Hwy South  Glen Burnie  Maryland 21061,Business/Group/Organization,634.94,Pittman  Steuart Friends of,Media,Billboards / Outdoor Advertising,NA,Debit Card,NA,Electoral,NA,NA
8/15/2022,Enterprise Rent-a-Car,1400 Benson Ct  Arbutus  Maryland 21227,Business/Group/Organization,132.09,Pittman  Steuart Friends of,Media,Billboards / Outdoor Advertising,NA,Debit Card,NA,Electoral,NA,NA
8/18/2022,Wix,100 Gansevoort St.  New York  New York 10014,Business/Group/Organization,36.04,Pittman  Steuart Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
7/11/2022,Apollo Artistry,1165 N Clark St  Ste 700  Chicago  Illinois 60610,Business/Group/Organization,100,Moore  Wes For Maryland,Media,Media - Website Development,NA,Check,NA,Electoral,Website Maintenance,NA
7/11/2022,Scale to Win,13742 Harper St  Santa Ana  California 92703,Business/Group/Organization,14274.7,Goldberg  Scott for County Council,Media,Phones / Robo calls,NA,EFT,NA,Electoral,NA,NA
7/19/2022,Blueprint Interactive,2307 N. Trenton St.  Arlington  Virginia 22207,Business/Group/Organization,125,Goldberg  Scott for County Council,Media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
7/21/2022,Winning Connections,317 Pennsylvania Ave  SE  Washington  District Of Columbia 20003,Business/Group/Organization,11000,Goldberg  Scott for County Council,Media,Phones / Robo calls,NA,Check,NA,Electoral,NA,NA
7/11/2022,Tidewater Trader,813 High Street  chestertown  Maryland 21620,Business/Group/Organization,165,Cameransi  Tracy for School Board,Media,Newspaper,NA,Debit Card,NA,Electoral,NA,NA
8/15/2022,Tidewater Trader,813 High Street  chestertown  Maryland 21620,Business/Group/Organization,165,Cameransi  Tracy for School Board,Media,Newspaper,NA,Debit Card,NA,Electoral,NA,NA
7/29/2022,Blueprint Interactive,2307 N. Trenton St.  Arlington  Virginia 22207,Business/Group/Organization,125,Goldberg  Scott for County Council,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
2/7/2022,Google Workspace,NA,Business/Group/Organization,19.08,Luedtke  Eric Friends Of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
3/7/2022,Google Workspace,NA,Business/Group/Organization,23.62,Luedtke  Eric Friends Of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
4/6/2022,Google Workspace,NA,Business/Group/Organization,25.44,Luedtke  Eric Friends Of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
5/9/2022,Google Workspace,NA,Business/Group/Organization,28.2,Luedtke  Eric Friends Of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
6/6/2022,Google Workspace,NA,Business/Group/Organization,31.8,Luedtke  Eric Friends Of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
8/23/2022,Tractor Supply Company,7994 Crain Hwy South  Glen Burnie  Maryland 21061,Business/Group/Organization,1333.38,Pittman  Steuart Friends of,Media,Billboards / Outdoor Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/6/2022,Team 21 Slate,P.O. Box 700  College Park  Maryland 20740,Slate Committee,1750,Pittman  Steuart Friends of,Media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
7/15/2022,M2 Group Strategies,219 S Washington St  Easton  Maryland 21601,Business/Group/Organization,5000,Hershey  Steve Friends of,Media,Consulting Fees - Media,NA,Check,NA,Electoral,Internet Ads,NA
7/15/2022,Talbot County,PO Box 715  Preston  Maryland 21655,Business/Group/Organization,702,Delean-Botkin  Susan for Delegate,Media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
8/15/2022,Lowe's,12925 Washington Township  Waynesboro  Pennsylvania 17268,Business/Group/Organization,1074.03,Wivell  William Friends of,Media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,Posts  furring strips  zip ties for campaign Signs,NA
7/29/2022,Keibs  LLC,3289 Saville ST SW  Atlanta  Georgia 30331,Business/Group/Organization,34.99,Einsmann  Andrew Friends of,Media,Media - Website Development,NA,Electronic Check,NA,Electoral,NA,NA
7/14/2022,Foundation Blue,1111 main st  Damascus  Maryland 20872,Business/Group/Organization,3500,Einsmann  Andrew Friends of,Media,Online Advertising,NA,EFT,NA,Electoral,commercial,NA
7/26/2022,Northwest Voice News,P.O. Box 47266  Windsor Mill  Maryland 47266,Business/Group/Organization,1500,White  George Friends of,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
8/12/2022,Hex5 Digital LLC,12715 Gladys Retreat Circle  Bowie  Maryland 20720,Business/Group/Organization,1500,Nottingham  Andre Friends of,Media,Online Advertising,NA,Check,NA,Electoral,NA,NA
7/5/2022,American Technology Consulting,7713 Stoney creek Ct  Fairfax Station  Virginia 22039,Business/Group/Organization,275,Wright  Nakia Friends of,Media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
7/5/2022,American Technology Consulting,7713 Stoney creek Ct  Fairfax Station  Virginia 22039,Business/Group/Organization,1440,Wright  Nakia Friends of,Media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
7/8/2022,Financial Consulting Plus,10718 DRAGOO PLACE  CLINTON  Maryland 20735,Business/Group/Organization,2500,Wright  Nakia Friends of,Media,Consulting Fees - Media,NA,EFT,NA,Electoral,NA,NA
8/22/2022,Ethan Norman,1531 Victoria Farms Lane  Vienna  Virginia 22182,Individual,500,OMalley  (Catherine) Katie Curran for Maryland,Media,Graphic Design,NA,Check,NA,Electoral,NA,NA
6/21/2022,NEIGHBORHOOD SIGNS AND STICKERS  LLC,6655 AMBERTON CT  STE L  ELKRIDGE  Maryland 21075,Business/Group/Organization,3566.9,Pulliam  Dawn Friends of,Media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,NA,NA
6/21/2022,BURTON RESEARCH AND STRATEGIES,8820 GALAX CT  CHAPEL HILL  North Carolina 27516,Business/Group/Organization,8718.19,Pulliam  Dawn Friends of,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
7/1/2022,BURTON RESEARCH AND STRATEGIES,8820 GALAX CT  CHAPEL HILL  North Carolina 27516,Business/Group/Organization,5265.96,Pulliam  Dawn Friends of,Media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
7/22/2022,Southern Maryland News Net,P.O. Box 257  California  Maryland 20619,Business/Group/Organization,2100,Bailey  Jack (John) Friends of,Media,Online Advertising,NA,Check,NA,Electoral,NA,NA
8/5/2022,Herd Digital Solutions,123 Charles Street  LaPlata  Maryland 20646,Business/Group/Organization,1800,Bailey  Jack (John) Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
7/11/2022,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,900,Kindra  Samay Singh Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/21/2022,Scale to Win,13742 Harper St  Santa Ana  California 92703,Business/Group/Organization,469.3,Kindra  Samay Singh Friends of,Media,Phones / Robo calls,NA,EFT,NA,Electoral,NA,NA
7/13/2022,Campaign Verify,1215 31st Street NW  Washington  District Of Columbia 20007-9998,Business/Group/Organization,95,Kindra  Samay Singh Friends of,Media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
7/18/2022,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,900,Kindra  Samay Singh Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/25/2022,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,572.05,Kindra  Samay Singh Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
8/18/2022,Squarespace,8 Clarkson St  New York  New York 10014,Business/Group/Organization,6.36,Kindra  Samay Singh Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
7/18/2022,Squarespace,8 Clarkson St  New York  New York 10014,Business/Group/Organization,6.36,Kindra  Samay Singh Friends of,Media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
7/14/2022,Facebook,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,900,Kindra  Samay Singh Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/20/2022,All County Media,77 Hudson Street  Hackensack  New Jersey 07601,Business/Group/Organization,5000,Mangione  (Antonino) Nino Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
7/26/2022,UPT Strategies,P.O. Box 31402  Charleston  South Carolina 29417,Business/Group/Organization,300,Mangione  (Antonino) Nino Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
8/16/2022,All County Media,77 Hudson Street  Hackensack  New Jersey 07601,Business/Group/Organization,600,Mangione  (Antonino) Nino Friends of,Media,Media - Website Development,NA,Check,NA,Electoral,Invoice 1038,NA
8/22/2022,The Baltimore Times,2530 N Charles St  Ste 201  Baltimore  Maryland 21218,Business/Group/Organization,2829,Moore  Wes For Maryland,Media,Newspaper,NA,Check,NA,Electoral,Newspaper Advertising,NA
7/5/2022,Maryland Media One  LLC,109 Boat Yard Rd.  Chesapeake City  Maryland 21915,Business/Group/Organization,1050,Streight (Adam) For Cecil,Media,Radio,NA,EFT,NA,Electoral,The Gold radio advertising,NA
7/5/2022,Maryland Media One  LLC,109 Boat Yard Rd.  Chesapeake City  Maryland 21915,Business/Group/Organization,1050,Streight (Adam) For Cecil,Media,Radio,NA,Debit Card,NA,Electoral,NA,NA
7/4/2022,Emmitsburg News-Journal,1 East Main Street  P.O. Box 543  Emmitsburg  Maryland 21727,Business/Group/Organization,220,Yoho  Karen Citizens for,Media,Newspaper,NA,Debit Card,NA,Electoral,NA,NA
7/22/2022,The Republican Newspaper,211 East Green St  Oakland  Maryland 21550,Business/Group/Organization,498,Moyer  Jay Friends to Elect,Media,Newspaper,NA,Check,NA,Electoral,NA,NA
7/5/2022,Google LLC Workspace,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,6.36,Childs  Carlos for Maryland,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
7/5/2022,Google LLC Workspace,1600 Amphitheatre Pkwy  Mountain View  California 94043,Business/Group/Organization,6.36,Childs  Carlos for Maryland,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
7/11/2022,Action Network,1900 L St. NW  Suite 900  Washington  District Of Columbia 20036,Business/Group/Organization,10.6,Childs  Carlos for Maryland,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
8/11/2022,Action Network,1900 L St. NW  Suite 900  Washington  District Of Columbia 20036,Business/Group/Organization,10,Childs  Carlos for Maryland,Media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
8/4/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,118.38,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/20/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/19/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/18/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/18/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/18/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/15/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/14/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/14/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/13/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/12/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/12/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/12/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/5/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,230.04,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/5/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/5/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/6/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/7/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/7/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/7/2022,Facebook,1 Facebook Way  Menlo Park  California 94025,Business/Group/Organization,900,Franchot Anderson-Walker for Maryland Slate,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
7/25/2022,Campaign Partner,PO Box 118  Still River  Massachusetts 01467,Business/Group/Organization,29,Coates  Thomasina Vote,Media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA,NA
7/5/2022,GMMB  Inc.,3050 K St NW  Ste 100  Washington  District Of Columbia 20007,Business/Group/Organization,195000,Perez and Sneed for Maryland Slate,Media,TV,NA,Check,NA,Electoral,TV Buy,NA
